Cluster numberAM{HH1}AM,Household numberAM{HH2}AM,Interviewer numberAM{HH3}AM,Supervisor numberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent to HH questionnaireAM{HH10}AM,Number of HH membersAM{HH11}AM,Number of women 15 - 49 yearsAM{HH12}AM,Number of woman' questionnaires completedAM{HH13}AM,Number of children under age 5AM{HH14}AM,Number of under - 5 questionnaires completedAM{HH15}AM,Field editorAM{HH16}AM,Data entry clerkAM{HH17}AM,Start of interview - HourAM{HH18H}AM,Start of interview - MinutesAM{HH18M}AM,End of interview - HourAM{HH19H}AM,End of interview - MinutesAM{HH19M}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Location of the water sourceAM{WS3}AM,Time (in minutes) to get water and come backAM{WS4}AM,Person collecting waterAM{WS5}AM,Treat water to make safer for drinkingAM{WS6}AM,Water treatment: BoilAM{WS7A}AM,Water treatment: Add bleach/chlorineAM{WS7B}AM,Water treatment: Strain it through a clothAM{WS7C}AM,Water treatment: Use water filterAM{WS7D}AM,Water treatment: Solar disinfectionAM{WS7E}AM,Water treatment: Let it stand and settleAM{WS7F}AM,Water treatment: OtherAM{WS7X}AM,Water treatment: DKAM{WS7Z}AM,Type of toilet facilityAM{WS8}AM,Toilet facility sharedAM{WS9}AM,Toilet shared with other household or with general publicAM{WS10}AM,Households using this toilet facilityAM{WS11}AM,Religion of household headAM{HC1A}AM,Denomination of household headAM{HC1B}AM,Ethnic group of household headAM{HC1C}AM,Number of rooms used for sleepingAM{HC2}AM,Main material of floorAM{HC3}AM,Main material of roofAM{HC4}AM,Main material of exterior wallAM{HC5}AM,Type of fuel using for cookingAM{HC6}AM,Cooking locationAM{HC7}AM,ElectricityAM{HC8A}AM,RadioAM{HC8B}AM,TelevisionAM{HC8C}AM,Non-mobile phoneAM{HC8D}AM,RefrigeratorAM{HC8E}AM,ChairAM{HC8F}AM,TableAM{HC8G}AM,SofaAM{HC8H}AM,Kitchen Cupboard/CabinetAM{HC8I}AM,HC8JAM{HC8J}AM,Gas/Electric StoveAM{HC8K}AM,Microwave OvenAM{HC8L}AM,Air Conditioner/ CoolerAM{HC8M}AM,HC8NAM{HC8N}AM,Washing MachineAM{HC8O}AM,DryerAM{HC8P}AM,DishwasherAM{HC8Q}AM,Water HeaterAM{HC8R}AM,WatchAM{HC9A}AM,Mobile telephoneAM{HC9B}AM,BicycleAM{HC9C}AM,Motorcycle or scooterAM{HC9D}AM,Animal-drawn cartAM{HC9E}AM,Car or truckAM{HC9F}AM,Boat with motorAM{HC9G}AM,Household owns the dwellingAM{HC10}AM,Any household member own land that can be used for agricultuAM{HC11}AM,Measuring Unit (1 Hectares 2 Acres)AM{HC12U}AM,Hectares of agricultural land members of household ownsAM{HC12A}AM,Acres of agricultural land members of the household ownsAM{HC12B}AM,Sq ChainsAM{HC12C}AM,Household own any animalsAM{HC13}AM,"Cattle, milk cows, or bullsAM{HC14A}AM","Horses, donkeys, or mulesAM{HC14B}AM",GoatsAM{HC14C}AM,SheepAM{HC14D}AM,ChickensAM{HC14E}AM,HC14FAM{HC14F}AM,Any household member own bank accountAM{HC15}AM,Total children aged 2-14 yearsAM{CD6}AM,Rank number of the selected childAM{CD8}AM,Child line numberAM{CD9}AM,Flag for correct child line numberAM{CDFLAG}AM,Took away privilegesAM{CD11}AM,Explained why behaviour was wrongAM{CD12}AM,Shook childAM{CD13}AM,"Shouted, yelled or screamed at childAM{CD14}AM",Gave child something else to doAM{CD15}AM,"Spanked, hit or slapped child on bottom with bare handAM{CD16}AM","Hit child on the bottom or elsewhere with belt, brush, stickAM{CD17}AM","Called child dumb, lazy or another nameAM{CD18}AM","Hit or slapped child on the face, head or earsAM{CD19}AM","Hit or slapped child on the hand, arm or legAM{CD20}AM",Beat child up as hard as one couldAM{CD21}AM,Isolated childAM{CD21A}AM,Child needs to be physically punished to be brought up propeAM{CD22}AM,Place where household members most often wash their handsAM{HW1}AM,Water available at the place for handwashingAM{HW2}AM,Bar soapAM{HW3A}AM,Detergent (Powder / Liquid / Paste)AM{HW3B}AM,Liquid soapAM{HW3C}AM,Ash / Mud / SandAM{HW3E}AM,NoneAM{HW3Y}AM,Soap/other material available for washing handsAM{HW4}AM,Bar soapAM{HW5A}AM,Detergent (Powder / Liquid / Paste)AM{HW5B}AM,Liquid soapAM{HW5C}AM,Ash / Mud / SandAM{HW5D}AM,Not able / Does not want to showAM{HW5Y}AM,Sex of household headAM{HHSEX}AM,Household sample weightAM{hhweight}AM,Education of household headAM{helevel}AM,ParishAM{HH1A}AM,AreaAM{HH6A}AM,RegionAM{HH6B}AM,Wealth index scoreAM{wscore}AM,Wealth index quintilesAM{windex5}AM,Primary sampling unitAM{PSU}AM,stratumAM{stratum}AM
70.0,1.0,4061.0,2556.0,4.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,20.0,55.0,21.0,5.0,Bottled water,"Piped into compound, yard or plot",,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Rastafarianism,,Negro,1.0,Cement,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Rent,Yes,Hectares,5.0,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,Liquid soap,,,,,,,,,Male,0.7402678309054094,Secondary,2.0,Urban,  KMA,-0.8214012674440659,Poorest,70.0,302.0
70.0,2.0,4062.0,2556.0,2.0,1.0,2011.0,KMA,Completed,1.0,4.0,1.0,1.0,0.0,0.0,5.0,2.0,9.0,36.0,10.0,0.0,Piped into dwelling,,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Negro,3.0,Other,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,No,1.0,1.0,3.0,Correct child selected,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.7402678309054094,Secondary,2.0,Urban,  KMA,0.8169730644596307,Fourth,70.0,302.0
70.0,3.0,4061.0,2556.0,4.0,1.0,2011.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,20.0,35.0,20.0,44.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),3.0,Christianity,Church of God,Negro,Missing,Cement,Metal,Cement,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,2.0,Correct child selected,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Observed,Water is available,,,,,None,Yes,,,,Ash / Mud / Sand,,Female,0.7402678309054094,Secondary,2.0,Urban,  KMA,-0.05470153966409435,Middle,70.0,302.0
70.0,4.0,3919.0,2556.0,4.0,1.0,2011.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,20.0,30.0,20.0,39.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to septic tank,No,,,No religion,,Negro,2.0,Cement,Ceramic tiles,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Missing,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,,,,,Male,0.7402678309054094,None/Primary,2.0,Urban,  KMA,0.6235910569147367,Fourth,70.0,302.0
70.0,5.0,4061.0,2556.0,3.0,1.0,2011.0,KMA,Completed,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,9.0,5.0,9.0,30.0,"Piped into compound, yard or plot",,,,,Yes,,Add bleach / chlorine,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),7.0,Rastafarianism,,Negro,9.0,Other,Cement,Cement,Natural gas,,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Own,Yes,Hectares,DK,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,,,,Ash / Mud / Sand,,Male,0.7402678309054094,None/Primary,2.0,Urban,  KMA,-0.5813846513662724,Second,70.0,302.0
70.0,6.0,4061.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,4.0,2.0,2.0,0.0,0.0,5.0,2.0,11.0,35.0,11.0,55.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Church of God,Negro,3.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Missing,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.7402678309054094,Secondary,2.0,Urban,  KMA,0.33680730866746267,Middle,70.0,302.0
70.0,7.0,2863.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,6.0,1.0,1.0,1.0,1.0,5.0,2.0,10.0,15.0,11.0,0.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to septic tank,No,,,No religion,,Negro,3.0,Other,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,3.0,2.0,4.0,Correct child selected,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.7402678309054094,Tertiary,2.0,Urban,  KMA,-0.09127461365412658,Second,70.0,302.0
70.0,8.0,2661.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,49.0,11.0,2.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Negro,3.0,Other,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,Detergent (Powder / Liquid / Paste),,E,,,,,,,,Female,0.7402678309054094,None/Primary,2.0,Urban,  KMA,0.6895001088808609,Fourth,70.0,302.0
70.0,9.0,2946.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,12.0,0.0,12.0,25.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,Yes,Other households only (not public),5.0,Christianity,Other,Mixed,2.0,Other,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Rent,Yes,Acres and Sq. Chains,,4.0,0.0,No,,,,,,,Yes,3.0,3.0,4.0,Correct child selected,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.7402678309054094,Secondary,2.0,Urban,  KMA,0.01862064049350347,Middle,70.0,302.0
70.0,10.0,2946.0,2556.0,4.0,1.0,2011.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,17.0,20.0,17.0,35.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,Yes,Other households only (not public),3.0,Christianity,Penticostal,Negro,1.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,2.0,Correct child selected,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Observed,Water is available,Bar soap,Detergent (Powder / Liquid / Paste),,,,,,,,,,Female,0.7402678309054094,Secondary,2.0,Urban,  KMA,0.5462485943651726,Fourth,70.0,302.0
70.0,11.0,4062.0,2556.0,12.0,1.0,2011.0,KMA,Other,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,Urban,  KMA,0.0,0.0,70.0,302.0
70.0,12.0,3919.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,25.0,10.0,45.0,Piped into dwelling,,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Flush to piped sewer system,No,,,Christianity,Seventh Day,Negro,2.0,Other,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.7402678309054094,Secondary,2.0,Urban,  KMA,-0.2059069650166109,Second,70.0,302.0
70.0,13.0,3919.0,2556.0,4.0,1.0,2011.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,17.0,15.0,17.0,30.0,"Piped into compound, yard or plot",,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Flush to pit (latrine),No,,,Christianity,Church of God,Negro,1.0,Other,Metal,Plywood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.7402678309054094,None/Primary,2.0,Urban,  KMA,-0.43025128414232655,Second,70.0,302.0
70.0,14.0,2863.0,2556.0,4.0,1.0,2011.0,KMA,Completed,2.0,4.0,1.0,1.0,0.0,0.0,5.0,2.0,17.0,5.0,17.0,10.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to septic tank,No,,,Christianity,Penticostal,Negro,3.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.7402678309054094,Secondary,2.0,Urban,  KMA,0.552559792848285,Fourth,70.0,302.0
70.0,15.0,2863.0,2556.0,4.0,1.0,2011.0,KMA,Completed,2.0,5.0,1.0,1.0,3.0,3.0,5.0,2.0,17.0,34.0,17.0,45.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to septic tank,Yes,Other households only (not public),2.0,Christianity,Church of God,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,2.0,2.0,4.0,Correct child selected,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.7402678309054094,Secondary,2.0,Urban,  KMA,0.33656872842140984,Middle,70.0,302.0
70.0,16.0,4062.0,2556.0,9.0,1.0,2011.0,KMA,Completed,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,14.0,26.0,14.0,35.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Christianity,Penticostal,Negro,1.0,Ceramic tiles,Wood,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Not in dwelling/plot/yard,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Female,0.7402678309054094,Secondary,2.0,Urban,  KMA,0.8220149209884515,Fourth,70.0,302.0
70.0,17.0,2863.0,2556.0,3.0,1.0,2011.0,KMA,Completed,2.0,3.0,2.0,2.0,0.0,0.0,5.0,2.0,9.0,15.0,9.0,30.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,Christianity,Penticostal,Negro,3.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.7402678309054094,None/Primary,2.0,Urban,  KMA,0.6982352759859689,Fourth,70.0,302.0
70.0,18.0,2661.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,4.0,3.0,3.0,0.0,0.0,5.0,2.0,9.0,4.0,9.0,38.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Negro,2.0,Other,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,4.0,Correct child selected,Yes,Yes,No,Missing,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Female,0.7402678309054094,Secondary,2.0,Urban,  KMA,0.7774982823376463,Fourth,70.0,302.0
70.0,19.0,2946.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,4.0,3.0,3.0,0.0,0.0,5.0,2.0,9.0,5.0,10.0,2.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,Yes,Other households only (not public),5.0,Christianity,Penticostal,Negro,2.0,Cement,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,4.0,Correct child selected,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Female,0.7402678309054094,Secondary,2.0,Urban,  KMA,0.3191949702288954,Middle,70.0,302.0
70.0,20.0,2661.0,2556.0,4.0,1.0,2011.0,KMA,Completed,2.0,5.0,1.0,1.0,0.0,0.0,5.0,2.0,14.0,20.0,14.0,49.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to piped sewer system,No,,,No religion,,Negro,2.0,Cement,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,2.0,2.0,4.0,Correct child selected,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Not in dwelling/plot/yard,,,,,,,Yes,,,,,Not able / Does not want to show,Male,0.7402678309054094,Secondary,2.0,Urban,  KMA,-0.5808850264558462,Second,70.0,302.0
71.0,1.0,4061.0,2556.0,4.0,1.0,2011.0,KMA,Completed,1.0,3.0,1.0,1.0,1.0,1.0,6.0,4.0,18.0,21.0,18.0,39.0,"Piped into compound, yard or plot",,,,,Yes,,,,,,,,DK,Flush to pit (latrine),Yes,Other households only (not public),6.0,Christianity,Church of God,Negro,1.0,Cement,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Other (not owned or rented),No,,,,,Yes,1.0,0.0,0.0,0.0,0.0,0.0,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.5777484686521359,Secondary,2.0,Urban,  KMA,-0.7903607965363393,Poorest,71.0,302.0
71.0,2.0,2863.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,12.0,50.0,13.0,10.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to septic tank,No,,,Christianity,Penticostal,Negro,1.0,Parquet or polished wood,Metal,Plywood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,,,,,Male,0.5777484686521359,Secondary,2.0,Urban,  KMA,-0.767008273179908,Second,71.0,302.0
71.0,3.0,2946.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,5.0,2.0,2.0,0.0,0.0,6.0,4.0,13.0,10.0,13.0,35.0,Bottled water,Piped into dwelling,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Negro,3.0,Other,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Female,0.5777484686521359,None/Primary,2.0,Urban,  KMA,0.5525720424133437,Fourth,71.0,302.0
71.0,4.0,2661.0,2556.0,4.0,1.0,2011.0,KMA,Completed,3.0,3.0,1.0,1.0,0.0,0.0,6.0,4.0,18.0,53.0,19.0,12.0,Piped into dwelling,,,,,Yes,,,,Use water filter,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Negro,2.0,Cement,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,Yes,Acres and Sq. Chains,,2.0,0.0,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,,,Ash / Mud / Sand,,Male,0.5777484686521359,None/Primary,2.0,Urban,  KMA,0.4820518669755959,Fourth,71.0,302.0
71.0,5.0,4061.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,12.0,36.0,12.0,50.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Church of God,Negro,3.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.5777484686521359,Secondary,2.0,Urban,  KMA,0.5400928927537165,Fourth,71.0,302.0
71.0,6.0,2661.0,2556.0,3.0,1.0,2011.0,KMA,Completed,1.0,4.0,1.0,1.0,0.0,0.0,6.0,4.0,13.0,0.0,13.0,20.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Missing,Negro,3.0,Cement,Cement,Cement blocks,Electricity,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,4.0,Correct child selected,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Observed,Water is available,Bar soap,Detergent (Powder / Liquid / Paste),,,,,,,,,,Female,0.5777484686521359,Secondary,2.0,Urban,  KMA,0.10515207164672023,Middle,71.0,302.0
71.0,7.0,4062.0,2556.0,4.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,18.0,0.0,18.0,15.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to piped sewer system,Yes,Other households only (not public),8.0,Christianity,Church of God,Negro,1.0,Cement,Metal,Reused wood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Rent,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Not in dwelling/plot/yard,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Male,0.5777484686521359,Secondary,2.0,Urban,  KMA,-0.8142256521142747,Poorest,71.0,302.0
71.0,8.0,4062.0,2556.0,2.0,1.0,2011.0,KMA,Completed,1.0,14.0,5.0,2.0,3.0,3.0,6.0,4.0,11.0,0.0,11.0,40.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Negro,6.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,Yes,Acres and Sq. Chains,,98.0,0.0,No,,,,,,,Yes,4.0,1.0,5.0,Incorrect child selected,No,No,No,Yes,No,No,No,No,No,Missing,No,Yes,Yes,Observed,Water is available,,Detergent (Powder / Liquid / Paste),,,,,,,,,,Female,0.5777484686521359,None/Primary,2.0,Urban,  KMA,1.2175666523846855,Richest,71.0,302.0
