Cluster NumberAM{HH1}AM,Household NumberAM{HH2}AM,parishAM{HH1A}AM,constituencyAM{HH1B}AM,enumeration districtAM{HH1C}AM,dwelling numberAM{HH2A}AM,household numberAM{HH2B}AM,Interviewer numberAM{HH3}AM,Supervisor NumberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent HH questionnaireAM{HH10}AM,Number of household membersAM{HH11}AM,Total eligible womenAM{HH12}AM,Women interviews completedAM{HH13}AM,Total children under 5AM{HH14}AM,Child interviews completedAM{HH15}AM,Data entry clerkAM{HH16}AM,Serial NumberAM{HHS}AM,Total number of Women 15-49AM{TOHL6}AM,Total number of Children 5-14AM{TOHL7}AM,Total number of children Under 5 yearsAM{TOHL8}AM,Total number of Very SickAM{TOHL8A}AM,Total number of mothers deadAM{TOHL9}AM,Total number of mothers very sickAM{TOHL10A}AM,Total number of father deadAM{TOHL11}AM,Total number of fathers very sickAM{TOHL12A}AM,Main source info.AM{HL13}AM,Distance to Health centreAM{HL14}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Time to get water and come backAM{WS3}AM,Person fetching waterAM{WS4}AM,How Frequently is water availableAM{WS4A}AM,Treat water to make safer for drinkingAM{WS5}AM,BoilAM{WS6A}AM,Add bleach/chlorineAM{WS6B}AM,Strain it through a clothAM{WS6C}AM,Use water filterAM{WS6D}AM,Solar disinfectionAM{WS6E}AM,Let it stand and settleAM{WS6F}AM,OtherAM{WS6X}AM,WS6ZAM{WS6Z}AM,Kind of toilet facilityAM{WS7}AM,Toilet facility sharedAM{WS8}AM,Households using this toilet facilityAM{WS9}AM,Distance to nearest Primary SchoolAM{ED9}AM,Distance to nearest Secondary SchoolAM{ED10}AM,Have any usual member of your household died  in the last 12AM{OV2}AM,Of those who died is there any one between the ages of 18 anAM{OV3}AM,"If yes ,were any seriously ill for 3 of  the 12 months beforAM{OV4}AM",Total children aged 2-14 yearsAM{CD7}AM,Rank number of child (from response box)AM{CD9}AM,Child line numberAM{CD11}AM,Took away privilegesAM{CD12A}AM,Explaned why something was wrongAM{CD12B}AM,Shook him/herAM{CD12C}AM,Shouted yelled at or screamed at him/herAM{CD12D}AM,Gave him/hersomething else to doAM{CD12E}AM,"Spanked, hit or slapped him/her with bare handAM{CD12F}AM",Hit him/her   on the bottom with or elsewhere with a beltAM{CD12G}AM,"Called him/her dumb, lazyAM{CD12H}AM",Hit or slapped him/her on the faceAM{CD12I}AM,Hit or slapped him/her on the handAM{CD12J}AM,Beat him/her up with an implementAM{CD12K}AM,Did name ever require medical attentionAM{CD12L}AM,Do you believe to bring up you nedd to punish him/herAM{CD13}AM,Household weightAM{hhweight}AM,Education of household headAM{helevel}AM,Sex of household headAM{hhsex}AM,TOTAL URBANAM{TOTURB}AM
210055.0,3301.0,2.0,10.0,55.0,33.0,1.0,2557.0,124.0,17.0,11.0,2005.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,2.0,5708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Piped into dwelling,,,,ONLY ONCE,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Primary,Male,TOTAL URBAN
210055.0,5001.0,2.0,10.0,55.0,50.0,1.0,2556.0,124.0,17.0,11.0,2005.0,KMA,Completed,1.0,11.0,4.0,4.0,2.0,2.0,2.0,4723.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,2.0,8.0,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,1.690462,Secondary,Female,TOTAL URBAN
210055.0,6801.0,2.0,10.0,55.0,68.0,1.0,2557.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,8.0,1.0,1.0,1.0,1.0,2.0,5709.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,ONLY ONCE,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,2.0,7.0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,1.690462,Secondary,Male,TOTAL URBAN
210055.0,8701.0,2.0,10.0,55.0,87.0,1.0,2557.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,5.0,2.0,2.0,1.0,1.0,2.0,5710.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,NOT AT ALL,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,4.0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,1.690462,Secondary,Female,TOTAL URBAN
210055.0,10501.0,2.0,10.0,55.0,105.0,1.0,2557.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Piped into dwelling,,,,NOT AT ALL,Yes,Boil,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Primary,Male,TOTAL URBAN
210055.0,12301.0,2.0,10.0,55.0,123.0,1.0,2556.0,124.0,20.0,11.0,2005.0,KMA,Not at home,,,,,,,2.0,3841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210055.0,14401.0,2.0,10.0,55.0,144.0,1.0,2556.0,124.0,20.0,11.0,2005.0,KMA,Completed,2.0,6.0,2.0,2.0,1.0,1.0,2.0,4746.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,> 1 TO < 5 MILES,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,2.0,5.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,1.690462,Secondary,Male,TOTAL URBAN
210055.0,15901.0,2.0,10.0,55.0,159.0,1.0,2556.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,6.0,2.0,2.0,0.0,0.0,2.0,4203.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,1.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,1.690462,Secondary,Female,TOTAL URBAN
210064.0,101.0,2.0,10.0,64.0,1.0,1.0,2556.0,124.0,5.0,11.0,2005.0,KMA,Completed,3.0,6.0,1.0,1.0,0.0,0.0,3.0,6318.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,6.0,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,1.690462,None,Female,TOTAL URBAN
210064.0,1801.0,2.0,10.0,64.0,18.0,1.0,2556.0,124.0,5.0,11.0,2005.0,KMA,Completed,1.0,7.0,2.0,2.0,1.0,1.0,3.0,6319.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,2.0,6.0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,1.690462,Secondary,Male,TOTAL URBAN
210064.0,3201.0,2.0,10.0,64.0,32.0,1.0,2557.0,124.0,5.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,6349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into yard or plot,,,,DK,No,,,,,,,,,Flush to absorption pit,Yes,5.0,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Male,TOTAL URBAN
210064.0,4801.0,2.0,10.0,64.0,48.0,1.0,2557.0,124.0,5.0,11.0,2005.0,KMA,Not at home,,,,,,,3.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210064.0,6201.0,2.0,10.0,64.0,62.0,1.0,2557.0,124.0,5.0,11.0,2005.0,KMA,Completed,1.0,3.0,3.0,3.0,0.0,0.0,3.0,4208.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,NOT AT ALL,Yes,Boil,,,,,,,,Flush to absorption pit,No,,MISSING,MISSING,No,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Female,TOTAL URBAN
210064.0,7801.0,2.0,10.0,64.0,78.0,1.0,2557.0,124.0,5.0,11.0,2005.0,KMA,Completed,1.0,5.0,2.0,2.0,1.0,1.0,3.0,6348.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,NOT AT ALL,Yes,,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Male,TOTAL URBAN
210064.0,9501.0,2.0,10.0,64.0,95.0,1.0,2556.0,124.0,5.0,11.0,2005.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,3.0,6320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Higher,Female,TOTAL URBAN
210064.0,10801.0,2.0,10.0,64.0,108.0,1.0,2556.0,124.0,5.0,11.0,2005.0,KMA,Vacant,,,,,,,3.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210064.0,12401.0,2.0,10.0,64.0,124.0,1.0,2556.0,124.0,5.0,11.0,2005.0,KMA,Not at home,,,,,,,3.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210070.0,801.0,2.0,10.0,70.0,8.0,1.0,2557.0,124.0,6.0,11.0,2005.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,3.0,6344.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into yard or plot,,,,NOT AT ALL,Yes,,Add bleach/chlorine,,,,,,,Flush to absorption pit,Yes,7.0,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Female,TOTAL URBAN
210070.0,2201.0,2.0,10.0,70.0,22.0,1.0,2556.0,124.0,5.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,6316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Male,TOTAL URBAN
210070.0,3701.0,2.0,10.0,70.0,37.0,1.0,2557.0,124.0,6.0,11.0,2005.0,KMA,Vacant,,,,,,,3.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210070.0,4901.0,2.0,10.0,70.0,49.0,1.0,2556.0,124.0,5.0,11.0,2005.0,KMA,Completed,2.0,4.0,1.0,1.0,2.0,2.0,3.0,6315.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,1.690462,Secondary,Male,TOTAL URBAN
210070.0,6301.0,2.0,10.0,70.0,63.0,1.0,2557.0,124.0,6.0,11.0,2005.0,KMA,Completed,1.0,7.0,1.0,1.0,1.0,1.0,3.0,6347.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,DK,Yes,Boil,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,5.0,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Don't know/no opinion,1.690462,Primary,Female,TOTAL URBAN
210070.0,7601.0,2.0,10.0,70.0,76.0,1.0,2557.0,124.0,6.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,6346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Male,TOTAL URBAN
210070.0,9101.0,2.0,10.0,70.0,91.0,1.0,2557.0,124.0,6.0,11.0,2005.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,3.0,6345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,NOT AT ALL,Yes,Boil,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Female,TOTAL URBAN
210070.0,10401.0,2.0,10.0,70.0,104.0,1.0,2556.0,124.0,5.0,11.0,2005.0,KMA,Completed,1.0,8.0,2.0,2.0,0.0,0.0,3.0,6317.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,8.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,1.690462,Secondary,Female,TOTAL URBAN
210070.0,11801.0,2.0,10.0,70.0,118.0,1.0,2557.0,124.0,6.0,11.0,2005.0,KMA,Vacant,,,,,,,3.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210075.0,1401.0,2.0,10.0,75.0,14.0,1.0,3085.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,Yes,3.0,MISSING,MISSING,,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Male,TOTAL URBAN
210075.0,3501.0,2.0,10.0,75.0,35.0,1.0,3085.0,124.0,20.0,11.0,2005.0,KMA,Not at home,,,,,,,2.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210075.0,5501.0,2.0,10.0,75.0,55.0,1.0,3085.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,MISSING,Piped into yard or plot,,,,FEW HOURS DAILY,No,,,,,,,,,Pit latrine without slab/open pit,Yes,2.0,MISSING,MISSING,,,,,,,,,,,,,,,,,,,,1.690462,Primary,Male,TOTAL URBAN
210075.0,7401.0,2.0,10.0,75.0,74.0,1.0,3085.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,5.0,1.0,1.0,0.0,0.0,2.0,5740.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,2.0,4.0,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,1.690462,Secondary,Male,TOTAL URBAN
210075.0,9401.0,2.0,10.0,75.0,94.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,2.0,6457.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,Yes,Boil,,,,,,,,Flush to piped sewer system,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,2.0,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,1.690462,Secondary,Female,TOTAL URBAN
210075.0,11401.0,2.0,10.0,75.0,114.0,1.0,3085.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,2.0,6458.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,2.0,3.0,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,1.690462,Secondary,Female,TOTAL URBAN
210075.0,13501.0,2.0,10.0,75.0,135.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Completed,3.0,6.0,1.0,1.0,1.0,1.0,2.0,6101.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,Yes,,Add bleach/chlorine,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,3.0,6.0,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,1.690462,Missing/DK,Female,TOTAL URBAN
210075.0,15401.0,2.0,10.0,75.0,154.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Completed,1.0,4.0,0.0,0.0,0.0,0.0,2.0,6108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,FEW HOURS DAILY,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Female,TOTAL URBAN
210075.0,17501.0,2.0,10.0,75.0,175.0,1.0,3085.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,MISSING,MISSING,,,,,,,,,,,,,,,,,,,,1.690462,Primary,Male,TOTAL URBAN
210077.0,101.0,2.0,10.0,77.0,1.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Completed,2.0,4.0,1.0,1.0,1.0,1.0,2.0,6459.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,1.690462,Secondary,Male,TOTAL URBAN
210077.0,2001.0,2.0,10.0,77.0,20.0,1.0,3085.0,124.0,9.0,11.0,2005.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,2.0,6461.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,1.0,2.0,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,1.690462,Secondary,Female,TOTAL URBAN
210077.0,3901.0,2.0,10.0,77.0,39.0,1.0,3085.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,6.0,3.0,3.0,1.0,1.0,2.0,6452.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,,,,,,,,,,,,,,,,,1.690462,Higher,Female,TOTAL URBAN
210077.0,5701.0,2.0,10.0,77.0,57.0,1.0,3085.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Primary,Male,TOTAL URBAN
210077.0,7701.0,2.0,10.0,77.0,77.0,1.0,3085.0,124.0,9.0,11.0,2005.0,KMA,Completed,1.0,7.0,2.0,2.0,2.0,2.0,2.0,6453.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,4.0,3.0,6.0,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,1.690462,Secondary,Female,TOTAL URBAN
210077.0,9601.0,2.0,10.0,77.0,96.0,1.0,3085.0,124.0,9.0,11.0,2005.0,KMA,Completed,1.0,5.0,2.0,2.0,0.0,0.0,2.0,6454.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,5.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,1.690462,Primary,Female,TOTAL URBAN
210077.0,11401.0,2.0,10.0,77.0,114.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Completed,1.0,5.0,1.0,1.0,0.0,0.0,2.0,6455.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,Yes,Yes,No,3.0,1.0,3.0,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,1.690462,Secondary,Female,TOTAL URBAN
210077.0,13401.0,2.0,10.0,77.0,134.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Not at home,,,,,,,2.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210077.0,15201.0,2.0,10.0,77.0,152.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Completed,1.0,4.0,1.0,1.0,1.0,1.0,2.0,6456.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,2.0,4.0,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,1.690462,Secondary,Male,TOTAL URBAN
210079.0,2001.0,2.0,10.0,79.0,20.0,1.0,3085.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,3.0,6460.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,1.690462,Secondary,Female,TOTAL URBAN
210079.0,4001.0,2.0,10.0,79.0,40.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Completed,2.0,5.0,0.0,0.0,0.0,0.0,3.0,6104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,5.0,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,1.690462,Primary,Male,TOTAL URBAN
210079.0,6101.0,2.0,10.0,79.0,61.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Vacant,,,,,,,3.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210079.0,8301.0,2.0,10.0,79.0,83.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Completed,1.0,4.0,1.0,1.0,1.0,1.0,3.0,6105.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1.690462,Secondary,Male,TOTAL URBAN
210079.0,10101.0,2.0,10.0,79.0,101.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Not at home,,,,,,,3.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
210079.0,12201.0,2.0,10.0,79.0,122.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Completed,2.0,4.0,1.0,1.0,0.0,0.0,3.0,6103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,1.690462,Secondary,Female,TOTAL URBAN
210079.0,14301.0,2.0,10.0,79.0,143.0,1.0,3085.0,124.0,10.0,11.0,2005.0,KMA,Not at home,,,,,,,3.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
